CÓDIGO,CST 00,CST 10,CST 20,CST 30,CST 40,CST 41,CST 50,CST 51,CST 60,CST 70,CST 90,DATA INÍCIO,DATA FIM,DESCRIÇÃO,OBSERVAÇÃO,col_16
,SIM,SIM,,SIM,,SIM,SIM,,SIM,,SIM,,,SEM PREENCHIMENTO DO cBenef,,
SEM cBenef,,,,,,,,,,,,,,ITEM SEM cBenef E UF EXIGE cBenef PARA O CST,Informar apenas com letras maiúsculas.,
RJ818395,,,,,,,,SIM,,,,2019-04-01 00:00:00,2019-07-31 00:00:00,RJ818395|Resolução SER 319 de 2006 - Diferimento|01042019|,,
RJ801396,,,,SIM,SIM,,,,,,,2019-04-01 00:00:00,,RJ801396|Convênio ICMS 63 de 2008 - Isenção|01042019|,,
RJ818397,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818397|Decreto 43.117 de 2011 - Diferimento|01042019|,,
RJ801397,,,,SIM,SIM,,,,,,,2019-04-01 00:00:00,,RJ801397|Decreto 43.117 de 2011 - Isenção|01042019|,,
RJ801398,,,,SIM,SIM,,,,,,,2019-04-01 00:00:00,,RJ801398|Lei 3.266 de 1999 - Isenção|01042019|,,
RJ802399,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ802399|Convênio 5  de 2018 - Redução de Base de Cálculo|01042019|,,
RJ803399,,,,,,,,,,,,2019-04-01 00:00:00,,RJ803399|Convênio 5  de 2018 - Inexigibilidade de estorno de crédito|01042019|,,
RJ805400,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805400|Convênio 64 de 2006 - Crédito Presumido|01042019|,,
RJ819401,,,,SIM,,,,,,,,2019-08-01 00:00:00,2019-08-31 00:00:00,RJ819401|Convênio 83 de 2000 - Não incidência|01082019|,,
RJ805402,,,,,,,,,,,,2019-07-01 00:00:00,,RJ805402|Lei 8489 de 2019 - Crédito Presumido|01072019|,,
RJ802402,,,SIM,,,,,,,SIM,,2019-07-01 00:00:00,,RJ802402|Lei 8489 de 2019 - Redução de Base de Cálculo|01072019|,,
RJ818403,,,,,,,,SIM,,,,2019-04-01 00:00:00,,"RJ818403|Decreto  38.501/2005, §§ 2º e 3º do art. 3º. de 2005 - Diferimento|01042019|",,
RJ823404,,,,,,,,,,,,2019-04-01 00:00:00,,RJ823404|Ajuste SINIEF 2 de 2018 - Suspensão|01042019|,,
RJ818405,,,,,,,,SIM,,,,2019-04-01 00:00:00,2019-07-31 00:00:00,RJ818405|Decreto 46.079 de 2017 - Diferimento|01042019|31072019,,
RJ805406,,,,,,,,,,,,2019-07-01 00:00:00,,"RJ805406|Lei 8.482/2019, art. 1º inciso V de 2019 - Crédito Presumido|01072019|",,
RJ800000,,,SIM,SIM,SIM,,,SIM,,SIM,SIM,2019-08-27 00:00:00,2019-09-30 00:00:00,RJ800000 - Devolução interestadual - benefício fiscal aplicado em outra UF ,,
RJ818407,,,,,,,,SIM,,,,2019-07-01 00:00:00,,RJ818407|Decreto  46.629 de 2019 - Diferimento|01072019|,,
RJ802408,,,SIM,,,,,,,SIM,,2019-07-01 00:00:00,,RJ802408|Decreto  46.680 de 2019 - Redução de Base de Cálculo|01072019|,,
RJ818367,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818367|Lei  4.531 de 2005 - Diferimento|01042019|,,
RJ822367,,,,,,,,,,,,2019-04-01 00:00:00,,RJ822367|Lei  4.531 de 2005 - Tributação sobre saída|01042019|,,
RJ802409,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ802409|Convênio 6 de 2009 - Redução de Base de Cálculo|01042019|,,
RJ818410,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818410|Ajuste SINIEF 13 de 2017 - Diferimento|01042019|,,
RJ818411,,,,,,,,SIM,,,,2019-11-01 00:00:00,,RJ818411|Decreto 46793 de 2019 - Diferimento|01112019|,,
RJ805411,,,,,,,,,,,,2019-11-01 00:00:00,,RJ805411|Decreto 46793 de 2019 - Crédito Presumido|01112019|,,
RJ802411,,,SIM,,,,,,,SIM,,2019-11-01 00:00:00,,RJ802411|Decreto 46793 de 2019 - Redução de Base de Cálculo|01112019|,,
RJ818412,,,,,,,,SIM,,,,2019-12-01 00:00:00,,RJ818412|Decreto 46.781 de 2019 - Diferimento|01122019|,,
RJ818413,,,,,,,,SIM,,,,2019-12-01 00:00:00,,RJ818413|Decreto 46.799 de 2019 - Diferimento|01122019|,,
RJ802414,,,SIM,,,,,,,SIM,,2019-12-01 00:00:00,,RJ802414|Convênio ICMS 188 de 2017 - Redução de Base de Cálculo|01122019|,,
